Flavor,Comparison,Effect_Size_Diff,CI_Lower,CI_Upper,P_Value
TrajNorm_noStandardization,iep_minus_max_vel,NaN,NaN,NaN,0
TrajNorm_noStandardization,traj_minus_max_vel,NaN,NaN,NaN,0
TrajNorm_noStandardization,x_std_minus_max_vel,NaN,NaN,NaN,0
TrajNorm_noStandardization,vel_minus_max_vel,NaN,NaN,NaN,0
TrajNorm_noStandardization,kb_rt_minus_ra,0.487407973917853,-0.0750424850500147,1.12384131199669,0.0896
TrajNorm_noStandardization,ra_minus_head_angle,0.28138905826795,0.07594488813178,0.569665114243497,0.0058
TrajNorm_noStandardization,ra_minus_iep,0.252062508647125,0.0511282706980389,0.539030828515712,0.0146
TrajNorm_noStandardization,ra_minus_traj,0.377284736156363,0.116031094570979,0.742971208248322,0.0046
TrajNorm_noStandardization,ra_minus_x_std,0.326278503974873,0.0368155090645001,0.704473617125954,0.0246
TrajNorm_noStandardization,vel_minus_ra,NaN,NaN,NaN,0
TrajNorm_noStandardization,kb_rt_minus_head_angle,0.768797032185803,0.336668704729176,1.3562941400831,0.0004
TrajNorm_noStandardization,kb_rt_minus_iep,0.739470482564978,0.309308079336454,1.3275354710809,0.0006
TrajNorm_noStandardization,kb_rt_minus_traj,0.864692710074216,0.424426153604093,1.45838510856854,0
TrajNorm_noStandardization,kb_rt_minus_x_std,0.813686477892725,0.399863321043648,1.38963822979679,0
TrajNorm_noStandardization,vel_minus_kb_rt,NaN,NaN,NaN,0
TrajNorm_noStandardization,iep_minus_head_angle,0.0293265496208248,0.0047758563522512,0.0571231468883701,0.0222
TrajNorm_noStandardization,head_angle_minus_traj,0.0958956778884135,-0.0434738611928115,0.252316043529844,0.1724
TrajNorm_noStandardization,head_angle_minus_x_std,0.0448894457069228,-0.245736337676019,0.338749223349175,0.7946
TrajNorm_noStandardization,vel_minus_head_angle,NaN,NaN,NaN,0
TrajNorm_noStandardization,iep_minus_traj,0.125222227509238,-0.0155945340969395,0.287972683497214,0.0804
TrajNorm_noStandardization,iep_minus_x_std,0.0742159953277476,-0.223800843770574,0.368905452415153,0.6444
TrajNorm_noStandardization,vel_minus_iep,NaN,NaN,NaN,0
TrajNorm_noStandardization,x_std_minus_traj,0.0510062321814908,-0.250380858283273,0.357166598127625,0.7024
TrajNorm_noStandardization,vel_minus_traj,NaN,NaN,NaN,0
TrajNorm_noStandardization,vel_minus_x_std,NaN,NaN,NaN,0
TrajNorm_Standardization,mt_minus_react,0.950826117999842,0.261580476205997,1.45282077174299,0.005
TrajNorm_Standardization,mad_minus_react,0.708169540140236,-0.0498914487266988,1.55699281620576,0.0656
TrajNorm_Standardization,com_minus_react,0.160023651233761,-0.58835396885634,0.651058591174228,0.7556
TrajNorm_Standardization,tot_dist_minus_react,0.57938008496724,-0.0986637377537073,1.20140116357632,0.096
TrajNorm_Standardization,auc_minus_react,0.417785764534183,-0.233789388266724,0.940051760892521,0.2242
TrajNorm_Standardization,max_vel_minus_react,NaN,NaN,NaN,0
TrajNorm_Standardization,ra_minus_react,0.384170394614409,-0.266808797762152,0.883619104314531,0.2742
TrajNorm_Standardization,kb_rt_minus_react,0.88475687318618,0.166397769675071,1.54124554157447,0.009
TrajNorm_Standardization,head_angle_minus_react,0.10278133634646,-0.592007854406637,0.539268622778385,0.857
TrajNorm_Standardization,iep_minus_react,0.132107885967284,-0.56831846968357,0.574068941218922,0.7904
TrajNorm_Standardization,traj_minus_react,0.00688565845804606,-0.690475864192874,0.434065603493562,0.8936
TrajNorm_Standardization,x_std_minus_react,0.0578918906395368,-0.598833746961402,0.460057664381617,0.9526
TrajNorm_Standardization,vel_minus_react,NaN,NaN,NaN,0
TrajNorm_Standardization,mt_minus_mad,0.242656577859606,-0.605891054167585,0.841547240868447,0.5932
